ID_Pedido ; Data ; Produto ; Categoria ; Quantidade ; Preco_Unitario ; Receita_Bruta ; Desconto ; Receita_Liquida ; Regiao ; Canal_Venda ; Status_Entrega ; Estado_UF ; Custo_Unitario ; Custo_Total ; Lucro_Liquido ; Margem_Lucro_Porcentagem ; Idade_Cliente ; Genero_Cliente ; Faixa_Etaria ; Valor_Frete ; Dias_Entrega ; Transportadora ; Meio_Pagamento ; Avaliacao_Cliente
2743;45877;Nothing Phone (2a);Celulares;4;3083;12332;0,05;11715,4;Nordeste;Online;Cancelado;PB;1880,63;7522,52;4192,88;0,357894737;78;Não Informado;50+;119;0;Correios;Voucher;2
2744;43089;Realme Note 50;Celulares;7;3690;25830;0,15;21955,5;Sul;Online;Em trânsito;SC;1918,8;13431,6;8523,9;0,388235294;87;Masculino;50+;38;13;TransFrete;Cartão de Crédito;5
2749;42938;Xiaomi POCO X7 Pro;Celulares;8;3997;31976;0,15;27179,6;Nordeste;Loja Física;Cancelado;SE;2717,96;21743,68;5435,92;0,2;27;Não Informado;18-29;96;0;Correios;Voucher;4
2758;44643;Samsung Galaxy Z Flip 5;Celulares;9;2806;25254;0;25254;Norte;Online;Em trânsito;AM;1403;12627;12627;0,5;49;Não Informado;30-49;80;6;LogTech Express;Cartão de Crédito;1
2761;43311;Nothing Phone (2a);Celulares;8;3024;24192;0,1;21772,8;Sul;Online;Em trânsito;RS;1391,04;11128,32;10644,48;0,488888889;48;Feminino;30-49;162;21;Correios;Boleto;5
2764;42806;iPhone 14 Pro;Celulares;7;2346;16422;0,05;15600,9;Nordeste;Loja Física;Em trânsito;PE;1407,6;9853,2;5747,7;0,368421053;24;Feminino;18-29;126;5;LogTech Express;Boleto;1
2766;44965;OnePlus 12;Celulares;8;4712;37696;0,1;33926,4;Sul;Online;Cancelado;SC;3204,16;25633,28;8293,12;0,244444444;24;Feminino;18-29;69;0;LogTech Express;Voucher;1
2768;45532;POCO M5 Pro;Celulares;8;3499;27992;0;27992;Sudeste;Marketplace;Cancelado;ES;1539,56;12316,48;15675,52;0,56;90;Não Informado;50+;87;0;TransFrete;Boleto;5
2769;45309;Samsung Galaxy Z Fold 6;Celulares;10;4921;49210;0,05;46749,5;Sul;Online;Entregue;PR;3100,23;31002,3;15747,2;0,336842105;53;Masculino;50+;158;3;Correios;Boleto;4
2786;44228;Xiaomi Redmi Note 13;Celulares;3;4815;14445;0,05;13722,75;Centro-Oeste;Loja Física;Entregue;MS;3226,05;9678,15;4044,6;0,294736842;19;Masculino;18-29;25;8;LogTech Express;Voucher;1
2795;45383;Asus ROG Phone 9;Celulares;5;2943;14715;0,15;12507,75;Norte;Loja Física;Entregue;RR;1530,36;7651,8;4855,95;0,388235294;58;Masculino;50+;56;10;Correios;Voucher;2
2802;43021;Xiaomi Redmi Note 13;Celulares;7;4327;30289;0;30289;Sul;Online;Em trânsito;PR;1774,07;12418,49;17870,51;0,59;57;Feminino;50+;55;3;Correios;Voucher;5
2806;45364;Motorola Moto G54;Celulares;7;2161;15127;0,15;12857,95;Centro-Oeste;Marketplace;Entregue;MT;972,45;6807,15;6050,8;0,470588235;54;Feminino;50+;172;2;LogTech Express;Voucher;2
2818;45271;Xiaomi Pad 5;Celulares;5;3098;15490;0,05;14715,5;Nordeste;Marketplace;Em trânsito;RN;1518,02;7590,1;7125,4;0,484210526;25;Masculino;18-29;17;4;TransFrete;PIX;2
2830;43002;Nokia G22;Celulares;5;3330;16650;0;16650;Sul;Marketplace;Entregue;PR;2264,4;11322;5328;0,32;85;Feminino;50+;32;2;Correios;Voucher;5
2852;43842;Xiaomi Redmi Note 12;Celulares;10;3210;32100;0;32100;Centro-Oeste;Loja Física;Em trânsito;DF;2182,8;21828;10272;0,32;71;Não Informado;50+;43;25;Correios;PIX;5
2871;45908;Xiaomi 14 Ultra;Celulares;6;4473;26838;0,1;24154,2;Nordeste;Loja Física;Cancelado;PE;2147,04;12882,24;11271,96;0,466666667;59;Feminino;50+;172;0;Correios;Boleto;4
2876;44700;iPhone SE 4;Celulares;8;2620;20960;0,15;17816;Nordeste;Loja Física;Entregue;SE;1231,4;9851,2;7964,8;0,447058824;56;Feminino;50+;58;2;TransFrete;Boleto;4
2903;44471;Realme C67;Celulares;10;1727;17270;0;17270;Nordeste;Loja Física;Entregue;RN;949,85;9498,5;7771,5;0,45;54;Não Informado;50+;117;11;Correios;PIX;1
2904;44057;POCO M5 Pro;Celulares;7;3278;22946;0,05;21798,7;Norte;Loja Física;Entregue;PA;1343,98;9407,86;12390,84;0,568421053;59;Não Informado;50+;115;11;LogTech Express;Voucher;2
2909;43117;Infinix Hot 40i;Celulares;7;4274;29918;0,05;28422,1;Norte;Online;Entregue;TO;2051,52;14360,64;14061,46;0,494736842;69;Não Informado;50+;102;20;Correios;Boleto;3
2915;43603;POCO M6 Pro;Celulares;7;4714;32998;0;32998;Norte;Online;Entregue;AM;2027,02;14189,14;18808,86;0,57;78;Masculino;50+;131;10;LogTech Express;PIX;1
2920;45516;Honor Magic 6 Pro;Celulares;6;3915;23490;0,05;22315,5;Nordeste;Marketplace;Cancelado;PB;2583,9;15503,4;6812,1;0,305263158;66;Não Informado;50+;168;0;TransFrete;Boleto;3
2924;44609;Motorola Moto G24;Celulares;8;2386;19088;0,1;17179,2;Sudeste;Marketplace;Entregue;ES;1073,7;8589,6;8589,6;0,5;30;Feminino;30-49;141;17;TransFrete;Boleto;1
2927;45764;Xiaomi Redmi 13C;Celulares;8;2142;17136;0,05;16279,2;Nordeste;Marketplace;Entregue;MA;1456,56;11652,48;4626,72;0,284210526;42;Não Informado;30-49;66;11;Correios;Boleto;5
2933;45710;Xiaomi Redmi Note 14 Pro;Celulares;9;4387;39483;0,1;35534,7;Norte;Online;Entregue;RR;2281,24;20531,16;15003,54;0,422222222;73;Feminino;50+;172;17;TransFrete;Voucher;1
2934;45508;POCO M5 Pro;Celulares;9;2560;23040;0;23040;Sul;Online;Entregue;SC;1024;9216;13824;0,6;58;Feminino;50+;172;21;LogTech Express;Cartão de Crédito;3
2957;45682;Xiaomi Redmi A3;Celulares;7;3076;21532;0,15;18302,2;Nordeste;Marketplace;Em trânsito;MA;1538;10766;7536,2;0,411764706;94;Feminino;50+;166;20;Correios;PIX;3
2972;44241;OnePlus 13R;Celulares;10;1652;16520;0,05;15694;Nordeste;Online;Cancelado;BA;1123,36;11233,6;4460,4;0,284210526;58;Não Informado;50+;63;0;Correios;Cartão de Crédito;5
2977;44239;Samsung Galaxy Z Flip 6;Celulares;8;4768;38144;0,15;32422,4;Nordeste;Loja Física;Entregue;SE;2145,6;17164,8;15257,6;0,470588235;36;Não Informado;30-49;175;23;Correios;Boleto;1
2984;43909;OnePlus 13R;Celulares;7;4311;30177;0,1;27159,3;Sudeste;Marketplace;Entregue;MG;2026,17;14183,19;12976,11;0,477777778;37;Masculino;30-49;36;21;LogTech Express;PIX;4
2985;44136;iPhone 15 Pro;Celulares;7;4580;32060;0;32060;Norte;Online;Em trânsito;AC;2702,2;18915,4;13144,6;0,41;50;Não Informado;50+;89;14;TransFrete;Boleto;1
2992;45561;iPhone 15 Pro;Celulares;4;4425;17700;0,15;15045;Sul;Online;Entregue;SC;1770;7080;7965;0,529411765;79;Masculino;50+;63;6;TransFrete;PIX;3
2994;44804;Samsung Galaxy Z Flip 6;Celulares;3;3909;11727;0,05;11140,65;Sul;Marketplace;Em trânsito;SC;2579,94;7739,82;3400,83;0,305263158;88;Feminino;50+;89;7;LogTech Express;Cartão de Crédito;1
2997;45019;Samsung Galaxy A15;Celulares;6;2407;14442;0,1;12997,8;Nordeste;Marketplace;Em trânsito;PE;1492,34;8954,04;4043,76;0,311111111;48;Masculino;30-49;83;25;LogTech Express;PIX;5
3005;45268;Samsung Galaxy Z Flip 6;Celulares;10;4940;49400;0,1;44460;Nordeste;Marketplace;Entregue;PB;3112,2;31122;13338;0,3;36;Masculino;30-49;47;5;Correios;Cartão de Crédito;3
3015;42988;Xiaomi POCO X7 Pro;Celulares;6;3106;18636;0,05;17704,2;Nordeste;Online;Em trânsito;MA;1956,78;11740,68;5963,52;0,336842105;67;Não Informado;50+;172;9;TransFrete;Boleto;2
3018;45885;Realme Note 50;Celulares;3;4445;13335;0,15;11334,75;Nordeste;Marketplace;Em trânsito;PI;1911,35;5734,05;5600,7;0,494117647;52;Não Informado;50+;160;2;Correios;Voucher;5
3023;43183;Motorola Moto G54;Celulares;3;4622;13866;0,1;12479,4;Nordeste;Loja Física;Entregue;RN;2542,1;7626,3;4853,1;0,388888889;68;Feminino;50+;67;13;LogTech Express;Boleto;4
3036;43649;iPhone 14 128GB;Celulares;9;2652;23868;0,1;21481,2;Nordeste;Online;Entregue;MA;1219,92;10979,28;10501,92;0,488888889;24;Não Informado;18-29;109;22;Correios;Boleto;5
3051;43599;Samsung Galaxy M35;Celulares;4;3455;13820;0,05;13129;Nordeste;Loja Física;Entregue;MA;1520,2;6080,8;7048,2;0,536842105;83;Não Informado;50+;153;4;Correios;Cartão de Crédito;5
3060;44118;Nokia G22;Celulares;9;3738;33642;0,15;28595,7;Nordeste;Marketplace;Em trânsito;AL;1495,2;13456,8;15138,9;0,529411765;46;Feminino;30-49;136;14;LogTech Express;PIX;5
3061;44800;Oppo Reno 12 Pro;Celulares;10;4134;41340;0,1;37206;Centro-Oeste;Loja Física;Entregue;GO;1942,98;19429,8;17776,2;0,477777778;68;Não Informado;50+;101;25;Correios;PIX;2
3063;42922;Xiaomi POCO F6;Celulares;10;3476;34760;0,05;33022;Norte;Online;Em trânsito;RO;1494,68;14946,8;18075,2;0,547368421;93;Masculino;50+;87;17;LogTech Express;PIX;5
3067;43369;Xiaomi Redmi Note 14 Pro;Celulares;6;3661;21966;0,05;20867,7;Sudeste;Online;Entregue;RJ;2452,87;14717,22;6150,48;0,294736842;28;Feminino;18-29;45;25;LogTech Express;Cartão de Crédito;1
3069;43843;iPhone SE 4;Celulares;6;3030;18180;0;18180;Norte;Marketplace;Cancelado;AC;1848,3;11089,8;7090,2;0,39;71;Feminino;50+;148;0;Correios;PIX;5
3073;45783;Samsung Galaxy A35;Celulares;7;3016;21112;0,1;19000,8;Norte;Marketplace;Entregue;PA;1658,8;11611,6;7389,2;0,388888889;22;Masculino;18-29;29;7;TransFrete;Boleto;3
3077;42827;iPhone 14 Pro;Celulares;5;4916;24580;0,15;20893;Nordeste;Online;Entregue;PI;2261,36;11306,8;9586,2;0,458823529;95;Masculino;50+;59;17;LogTech Express;Voucher;1
3082;44963;Samsung Galaxy Z Flip 5;Celulares;7;4316;30212;0;30212;Norte;Loja Física;Em trânsito;RO;2546,44;17825,08;12386,92;0,41;57;Masculino;50+;162;12;TransFrete;Boleto;5
3086;45393;Infinix Note 40 Pro;Celulares;7;4332;30324;0,05;28807,8;Nordeste;Online;Entregue;PE;1992,72;13949,04;14858,76;0,515789474;74;Feminino;50+;96;6;LogTech Express;Boleto;4
3089;42867;Samsung Galaxy Z Flip 5;Celulares;9;3784;34056;0;34056;Nordeste;Marketplace;Entregue;SE;1892;17028;17028;0,5;94;Não Informado;50+;82;4;Correios;Cartão de Crédito;1
3090;43245;Sony Xperia 1 VI;Celulares;9;2167;19503;0,15;16577,55;Norte;Online;Cancelado;RO;1018,49;9166,41;7411,14;0,447058824;38;Masculino;30-49;134;0;Correios;Boleto;1
3092;45886;iPhone 14 Pro;Celulares;5;2225;11125;0,05;10568,75;Norte;Online;Cancelado;TO;1268,25;6341,25;4227,5;0,4;18;Não Informado;18-29;154;0;TransFrete;Cartão de Crédito;2
3096;45655;Realme 13 Pro+;Celulares;7;4257;29799;0,1;26819,1;Centro-Oeste;Online;Em trânsito;MT;2128,5;14899,5;11919,6;0,444444444;49;Não Informado;30-49;78;10;Correios;Cartão de Crédito;3
3102;43236;Xiaomi Redmi A3;Celulares;4;2868;11472;0,1;10324,8;Nordeste;Loja Física;Entregue;SE;1434;5736;4588,8;0,444444444;31;Masculino;30-49;50;23;LogTech Express;Boleto;5
3104;43096;Nothing Phone (2a);Celulares;9;4369;39321;0,1;35388,9;Centro-Oeste;Online;Em trânsito;MS;1922,36;17301,24;18087,66;0,511111111;36;Não Informado;30-49;92;4;Correios;PIX;2
3117;42838;Motorola Moto G85;Celulares;10;2282;22820;0;22820;Nordeste;Online;Cancelado;PI;958,44;9584,4;13235,6;0,58;60;Feminino;50+;24;0;TransFrete;Voucher;5
3131;42954;iPhone 14 Pro;Celulares;7;2397;16779;0;16779;Nordeste;Marketplace;Cancelado;BA;1030,71;7214,97;9564,03;0,57;47;Feminino;30-49;81;0;Correios;Boleto;4
3133;45481;Motorola Edge 50 Ultra;Celulares;9;4673;42057;0;42057;Norte;Online;Cancelado;RR;2943,99;26495,91;15561,09;0,37;24;Masculino;18-29;156;0;LogTech Express;PIX;1
3135;42971;Samsung Galaxy A15;Celulares;6;3307;19842;0,05;18849,9;Nordeste;Loja Física;Entregue;PE;1686,57;10119,42;8730,48;0,463157895;32;Feminino;30-49;123;25;TransFrete;PIX;5
3140;42952;Oppo Reno 12 Pro;Celulares;8;4800;38400;0,1;34560;Nordeste;Marketplace;Entregue;CE;2064;16512;18048;0,522222222;63;Masculino;50+;65;10;Correios;PIX;5
3146;45332;Asus ROG Phone 9;Celulares;8;3905;31240;0,1;28116;Nordeste;Online;Em trânsito;SE;1952,5;15620;12496;0,444444444;57;Feminino;50+;98;4;Correios;Boleto;4
3148;44079;Xiaomi POCO F6;Celulares;6;2954;17724;0,15;15065,4;Norte;Loja Física;Entregue;AC;1742,86;10457,16;4608,24;0,305882353;41;Masculino;30-49;72;24;TransFrete;PIX;3
3153;43288;iPhone SE 4;Celulares;8;1420;11360;0,05;10792;Norte;Online;Cancelado;RO;781;6248;4544;0,421052632;87;Masculino;50+;151;0;Correios;Voucher;2
3158;44052;Xiaomi POCO X7 Pro;Celulares;10;1375;13750;0,05;13062,5;Nordeste;Online;Entregue;SE;673,75;6737,5;6325;0,484210526;74;Não Informado;50+;120;7;Correios;PIX;4
3164;45953;Xiaomi POCO X6 Neo;Celulares;4;3793;15172;0;15172;Sul;Marketplace;Entregue;SC;2313,73;9254,92;5917,08;0,39;51;Masculino;50+;103;15;LogTech Express;Boleto;1
3176;45707;Infinix Hot 40i;Celulares;10;3048;30480;0,15;25908;Sudeste;Online;Em trânsito;SP;1889,76;18897,6;7010,4;0,270588235;21;Masculino;18-29;39;5;TransFrete;Cartão de Crédito;2
3179;44515;Motorola Edge 50 Ultra;Celulares;8;1899;15192;0,05;14432,4;Nordeste;Online;Entregue;RN;1329,3;10634,4;3798;0,263157895;32;Feminino;30-49;58;19;LogTech Express;PIX;3
3183;45223;iPhone 16 Pro Max;Celulares;5;3452;17260;0,1;15534;Nordeste;Online;Entregue;PE;1760,52;8802,6;6731,4;0,433333333;91;Masculino;50+;168;18;TransFrete;PIX;2
3202;44581;Samsung Galaxy S25 FE;Celulares;10;2921;29210;0,05;27749,5;Sudeste;Marketplace;Cancelado;SP;1723,39;17233,9;10515,6;0,378947368;69;Masculino;50+;122;0;LogTech Express;Boleto;5
3208;43842;POCO M6 Pro;Celulares;10;4886;48860;0;48860;Norte;Loja Física;Entregue;PA;3322,48;33224,8;15635,2;0,32;65;Não Informado;50+;130;11;TransFrete;PIX;2
3232;43194;Realme 13 Pro+;Celulares;4;3467;13868;0,15;11787,8;Sudeste;Loja Física;Entregue;ES;1594,82;6379,28;5408,52;0,458823529;58;Masculino;50+;126;24;LogTech Express;Boleto;1
3245;44166;Samsung Galaxy A35;Celulares;9;1635;14715;0,05;13979,25;Norte;Online;Em trânsito;AC;784,8;7063,2;6916,05;0,494736842;48;Não Informado;30-49;92;6;Correios;Voucher;5
3250;44856;Infinix Hot 40i;Celulares;3;4782;14346;0;14346;Sudeste;Loja Física;Em trânsito;SP;2964,84;8894,52;5451,48;0,38;45;Masculino;30-49;83;15;TransFrete;Boleto;1
3255;43727;OnePlus 12;Celulares;9;3855;34695;0;34695;Sudeste;Online;Entregue;MG;2043,15;18388,35;16306,65;0,47;23;Masculino;18-29;173;2;LogTech Express;Voucher;3
3257;44393;Xiaomi Pad 5;Celulares;8;3615;28920;0;28920;Sudeste;Marketplace;Em trânsito;SP;2169;17352;11568;0,4;48;Feminino;30-49;78;9;LogTech Express;Voucher;2
3271;43799;OnePlus 13R;Celulares;9;2586;23274;0,15;19782,9;Norte;Marketplace;Entregue;RR;1706,76;15360,84;4422,06;0,223529412;23;Não Informado;18-29;30;23;Correios;PIX;2
3280;43101;Samsung Galaxy A35;Celulares;9;1777;15993;0,05;15193,35;Norte;Marketplace;Cancelado;RR;746,34;6717,06;8476,29;0,557894737;47;Não Informado;30-49;77;0;Correios;Boleto;2
3291;43609;Google Pixel 11 Pro;Celulares;8;4490;35920;0,05;34124;Nordeste;Marketplace;Em trânsito;PE;2649,1;21192,8;12931,2;0,378947368;55;Não Informado;50+;103;4;Correios;Boleto;1
3293;44107;Samsung Galaxy M35;Celulares;8;2631;21048;0,15;17890,8;Centro-Oeste;Loja Física;Cancelado;MT;1736,46;13891,68;3999,12;0,223529412;27;Masculino;18-29;175;0;Correios;Boleto;1
3297;45892;Xiaomi POCO X6 Neo;Celulares;9;4898;44082;0,1;39673,8;Sudeste;Online;Cancelado;ES;3183,7;28653,3;11020,5;0,277777778;29;Feminino;18-29;31;0;Correios;Boleto;4
3316;44267;Samsung Galaxy Z Flip 5;Celulares;7;1626;11382;0;11382;Nordeste;Loja Física;Entregue;AL;747,96;5235,72;6146,28;0,54;50;Masculino;50+;109;18;LogTech Express;Boleto;2
3356;44286;Samsung Galaxy A56 5G;Celulares;9;2249;20241;0,1;18216,9;Centro-Oeste;Online;Cancelado;MS;1191,97;10727,73;7489,17;0,411111111;51;Masculino;50+;124;0;TransFrete;Boleto;5
3367;45292;Realme C67;Celulares;8;1731;13848;0,05;13155,6;Norte;Loja Física;Em trânsito;PA;952,05;7616,4;5539,2;0,421052632;32;Masculino;30-49;99;24;TransFrete;Cartão de Crédito;5
3372;44549;Sony Xperia 1 VI;Celulares;8;3659;29272;0,15;24881,2;Centro-Oeste;Loja Física;Cancelado;DF;1500,19;12001,52;12879,68;0,517647059;82;Masculino;50+;124;0;TransFrete;Voucher;3
3373;45595;iPhone SE 4;Celulares;4;4289;17156;0;17156;Sul;Loja Física;Em trânsito;PR;2273,17;9092,68;8063,32;0,47;64;Não Informado;50+;137;22;Correios;PIX;2
3384;42944;Xiaomi Redmi 13C;Celulares;5;2271;11355;0;11355;Norte;Online;Entregue;TO;1453,44;7267,2;4087,8;0,36;61;Feminino;50+;72;3;TransFrete;Cartão de Crédito;2
3414;45061;Samsung Galaxy S23 FE;Celulares;6;3919;23514;0,05;22338,3;Nordeste;Marketplace;Em trânsito;SE;1685,17;10111,02;12227,28;0,547368421;19;Masculino;18-29;120;9;LogTech Express;PIX;3
3429;45398;Samsung Galaxy Z Fold 6;Celulares;4;4757;19028;0;19028;Nordeste;Online;Entregue;AL;2473,64;9894,56;9133,44;0,48;35;Não Informado;30-49;175;3;Correios;Cartão de Crédito;1
3444;45748;Motorola Moto G85;Celulares;5;4684;23420;0;23420;Sul;Marketplace;Em trânsito;SC;2154,64;10773,2;12646,8;0,54;43;Feminino;30-49;157;5;Correios;Voucher;3
3450;44369;Realme C67;Celulares;4;4781;19124;0,05;18167,8;Centro-Oeste;Online;Cancelado;MS;2342,69;9370,76;8797,04;0,484210526;91;Não Informado;50+;170;0;TransFrete;PIX;3
3456;45620;Infinix Note 40 Pro;Celulares;3;4018;12054;0,1;10848,6;Sudeste;Marketplace;Cancelado;RJ;2651,88;7955,64;2892,96;0,266666667;39;Masculino;30-49;29;0;LogTech Express;PIX;3
3465;44385;iPhone 15 Plus;Celulares;10;2296;22960;0,15;19516;Centro-Oeste;Marketplace;Cancelado;MT;941,36;9413,6;10102,4;0,517647059;53;Feminino;50+;82;0;TransFrete;PIX;1
3468;42774;iPhone 15 Plus;Celulares;8;3110;24880;0,1;22392;Nordeste;Online;Entregue;MA;1990,4;15923,2;6468,8;0,288888889;49;Feminino;30-49;97;11;LogTech Express;Voucher;4
3480;44106;Nokia G22;Celulares;5;3407;17035;0;17035;Centro-Oeste;Loja Física;Cancelado;GO;1839,78;9198,9;7836,1;0,46;87;Masculino;50+;44;0;TransFrete;PIX;2
3483;44237;Sony Xperia 1 VI;Celulares;9;2859;25731;0,1;23157,9;Norte;Online;Cancelado;AP;1200,78;10807,02;12350,88;0,533333333;55;Masculino;50+;150;0;TransFrete;PIX;3
3486;44144;Samsung Galaxy S24;Celulares;10;2592;25920;0,05;24624;Centro-Oeste;Online;Entregue;GO;1062,72;10627,2;13996,8;0,568421053;36;Masculino;30-49;27;19;Correios;Voucher;1
3498;43934;Samsung Galaxy A07;Celulares;7;3249;22743;0,1;20468,7;Nordeste;Loja Física;Entregue;CE;1429,56;10006,92;10461,78;0,511111111;34;Feminino;30-49;28;13;Correios;Voucher;5
3503;44971;Samsung Galaxy Z Fold 6;Celulares;8;3467;27736;0;27736;Nordeste;Loja Física;Cancelado;MA;1594,82;12758,56;14977,44;0,54;43;Masculino;30-49;63;0;LogTech Express;PIX;5
3505;42839;Infinix Note 40 Pro;Celulares;5;3075;15375;0,1;13837,5;Sudeste;Online;Entregue;MG;1599;7995;5842,5;0,422222222;72;Masculino;50+;140;14;LogTech Express;Cartão de Crédito;4
3516;43800;OnePlus 12;Celulares;10;1978;19780;0,1;17802;Norte;Loja Física;Em trânsito;RR;929,66;9296,6;8505,4;0,477777778;83;Não Informado;50+;141;13;Correios;Cartão de Crédito;5
3521;43996;Xiaomi Redmi 13C;Celulares;4;4685;18740;0,15;15929;Nordeste;Online;Entregue;CE;1920,85;7683,4;8245,6;0,517647059;52;Masculino;50+;42;5;LogTech Express;Cartão de Crédito;5
3529;44883;iPhone 14 Pro;Celulares;4;2842;11368;0,05;10799,6;Sudeste;Loja Física;Entregue;MG;1250,48;5001,92;5797,68;0,536842105;26;Masculino;18-29;158;8;LogTech Express;PIX;2
3530;44529;Samsung Galaxy M35;Celulares;9;2508;22572;0,15;19186,2;Nordeste;Loja Física;Em trânsito;PB;1655,28;14897,52;4288,68;0,223529412;75;Não Informado;50+;162;15;TransFrete;Cartão de Crédito;3
3544;43046;Asus ROG Phone 9;Celulares;6;2788;16728;0,05;15891,6;Sudeste;Marketplace;Entregue;ES;1840,08;11040,48;4851,12;0,305263158;92;Não Informado;50+;176;15;TransFrete;Cartão de Crédito;5
3547;45281;Motorola Edge 50 Neo;Celulares;7;3987;27909;0,15;23722,65;Nordeste;Marketplace;Em trânsito;CE;2751,03;19257,21;4465,44;0,188235294;48;Masculino;30-49;62;24;TransFrete;Boleto;5
3560;44328;Samsung Galaxy M35;Celulares;5;3909;19545;0;19545;Nordeste;Loja Física;Em trânsito;SE;1563,6;7818;11727;0,6;35;Feminino;30-49;69;12;Correios;PIX;2
3564;45433;Oppo Reno 12 Pro;Celulares;9;4883;43947;0,15;37354,95;Norte;Online;Entregue;RO;3173,95;28565,55;8789,4;0,235294118;42;Não Informado;30-49;146;9;LogTech Express;Voucher;5
3565;45902;Samsung Galaxy Z Flip 6;Celulares;9;4405;39645;0,05;37662,75;Nordeste;Marketplace;Entregue;AL;2819,2;25372,8;12289,95;0,326315789;91;Masculino;50+;127;3;Correios;Boleto;2
3567;43986;Nothing Phone (2a);Celulares;9;4135;37215;0,15;31632,75;Nordeste;Loja Física;Em trânsito;AL;1819,4;16374,6;15258,15;0,482352941;38;Feminino;30-49;69;25;LogTech Express;PIX;1
3574;44853;Samsung Galaxy Z Flip 6;Celulares;3;4221;12663;0;12663;Nordeste;Loja Física;Entregue;PE;2532,6;7597,8;5065,2;0,4;60;Masculino;50+;103;17;LogTech Express;PIX;2
3575;45910;Samsung Galaxy Z Flip 5;Celulares;9;2811;25299;0,15;21504,15;Nordeste;Online;Em trânsito;PI;1461,72;13155,48;8348,67;0,388235294;85;Não Informado;50+;153;18;LogTech Express;PIX;4
3576;44564;Sony Xperia 1 VI;Celulares;6;4264;25584;0,15;21746,4;Sul;Online;Cancelado;PR;1748,24;10489,44;11256,96;0,517647059;50;Masculino;50+;50;0;Correios;PIX;4
3579;43508;Infinix Hot 40i;Celulares;6;2382;14292;0;14292;Norte;Marketplace;Entregue;RR;1667,4;10004,4;4287,6;0,3;89;Não Informado;50+;179;12;Correios;Voucher;5
3582;43107;Nokia G22;Celulares;4;4549;18196;0,15;15466,6;Norte;Loja Física;Entregue;RR;2319,99;9279,96;6186,64;0,4;34;Feminino;30-49;140;12;TransFrete;PIX;3
3590;45946;Samsung Galaxy A07;Celulares;10;3716;37160;0,15;31586;Nordeste;Online;Entregue;BA;1746,52;17465,2;14120,8;0,447058824;67;Masculino;50+;72;10;Correios;Cartão de Crédito;5
3596;44754;Motorola Moto G54;Celulares;4;3950;15800;0,05;15010;Norte;Online;Cancelado;AC;2172,5;8690;6320;0,421052632;22;Não Informado;18-29;101;0;LogTech Express;Cartão de Crédito;1
3600;45987;iPhone 15 Pro;Celulares;5;4365;21825;0;21825;Norte;Marketplace;Entregue;RO;2051,55;10257,75;11567,25;0,53;21;Masculino;18-29;150;25;LogTech Express;Voucher;1
3603;45169;Motorola Moto G34;Celulares;7;3538;24766;0;24766;Norte;Marketplace;Em trânsito;AM;1450,58;10154,06;14611,94;0,59;62;Não Informado;50+;28;12;TransFrete;Voucher;1
3618;45455;Motorola Moto G24;Celulares;5;4239;21195;0;21195;Norte;Marketplace;Em trânsito;AP;1780,38;8901,9;12293,1;0,58;87;Masculino;50+;68;10;TransFrete;Boleto;2
3629;42991;Samsung Galaxy A56 5G;Celulares;5;4673;23365;0,15;19860,25;Norte;Loja Física;Entregue;RO;3224,37;16121,85;3738,4;0,188235294;95;Não Informado;50+;73;23;TransFrete;Boleto;3
3635;42997;Samsung Galaxy A56 5G;Celulares;6;3565;21390;0,1;19251;Sudeste;Marketplace;Em trânsito;SP;2424,2;14545,2;4705,8;0,244444444;29;Feminino;18-29;143;4;LogTech Express;Cartão de Crédito;5
3648;45904;Xiaomi Pad 5;Celulares;10;2196;21960;0,1;19764;Nordeste;Marketplace;Em trânsito;MA;1207,8;12078;7686;0,388888889;29;Não Informado;18-29;162;11;TransFrete;Cartão de Crédito;3
3653;43766;Xiaomi 14 Ultra;Celulares;7;2363;16541;0,05;15713,95;Sul;Online;Entregue;PR;992,46;6947,22;8766,73;0,557894737;80;Masculino;50+;103;14;TransFrete;Boleto;3
3656;44528;iPhone 14 Pro;Celulares;9;1598;14382;0,1;12943,8;Sudeste;Loja Física;Cancelado;SP;1070,66;9635,94;3307,86;0,255555556;71;Masculino;50+;42;0;Correios;Voucher;2
3666;43174;Motorola Moto G85;Celulares;3;4598;13794;0,1;12414,6;Centro-Oeste;Loja Física;Entregue;GO;2896,74;8690,22;3724,38;0,3;44;Não Informado;30-49;155;4;LogTech Express;Boleto;5
3669;43549;OnePlus 12;Celulares;7;2844;19908;0,15;16921,8;Centro-Oeste;Online;Em trânsito;GO;1990,8;13935,6;2986,2;0,176470588;57;Masculino;50+;53;5;Correios;Cartão de Crédito;4
3670;42815;Motorola Moto G54;Celulares;5;4075;20375;0,1;18337,5;Norte;Marketplace;Em trânsito;AP;2811,75;14058,75;4278,75;0,233333333;25;Não Informado;18-29;121;17;LogTech Express;Cartão de Crédito;1
3679;43557;Samsung Galaxy S23 FE;Celulares;9;4356;39204;0,15;33323,4;Norte;Loja Física;Entregue;AP;2090,88;18817,92;14505,48;0,435294118;77;Não Informado;50+;124;11;LogTech Express;Boleto;3
3681;45537;Asus ROG Phone 9;Celulares;7;4916;34412;0,15;29250,2;Norte;Marketplace;Em trânsito;PA;2507,16;17550,12;11700,08;0,4;28;Feminino;18-29;68;7;LogTech Express;Boleto;2
