ID_Pedido ; Data ; Produto ; Categoria ; Quantidade ; Preco_Unitario ; Receita_Bruta ; Desconto ; Receita_Liquida ; Regiao ; Canal_Venda ; Status_Entrega ; Estado_UF ; Custo_Unitario ; Custo_Total ; Lucro_Liquido ; Margem_Lucro_Porcentagem ; Idade_Cliente ; Genero_Cliente ; Faixa_Etaria ; Valor_Frete ; Dias_Entrega ; Transportadora ; Meio_Pagamento ; Avaliacao_Cliente
2411;43129;Pilha Recarregavel Duracell AAA;Eletrodomésticos & TV;8;1537;12296;0;12296;Sudeste;Marketplace;Cancelado;SP;783,87;6270,96;6025,04;0,49;49;Feminino;30-49;97;0;LogTech Express;Voucher;4
2413;44904;Fone Philips TAT1108 TWS;Acessórios;4;3829;15316;0,15;13018,6;Centro-Oeste;Loja Física;Cancelado;DF;1531,6;6126,4;6892,2;0,529411765;73;Masculino;50+;125;0;LogTech Express;Boleto;2
2415;45529;Smartwatch Haylou Solar Lite;Eletrodomésticos & TV;5;1965;9825;0,05;9333,75;Norte;Marketplace;Cancelado;AP;1296,9;6484,5;2849,25;0,305263158;29;Não Informado;18-29;25;0;Correios;Boleto;3
2417;45559;Sony Xperia 1 VI;Celulares;9;4166;37494;0,05;35619,3;Sudeste;Loja Física;Cancelado;RJ;2874,54;25870,86;9748,44;0,273684211;37;Não Informado;30-49;36;0;Correios;Voucher;5
2426;43832;Base Cooler para Notebook Multilaser;Acessórios;9;1315;11835;0,15;10059,75;Sudeste;Online;Cancelado;ES;749,55;6745,95;3313,8;0,329411765;82;Não Informado;50+;99;0;Correios;Voucher;4
2430;45440;Fone Ambie Sound Earcuffs;Acessórios;10;1211;12110;0,15;10293,5;Norte;Marketplace;Cancelado;PA;835,59;8355,9;1937,6;0,188235294;60;Masculino;50+;129;0;LogTech Express;PIX;2
2432;43761;Google Pixel 11 Pro;Celulares;9;647;5823;0,05;5531,85;Norte;Marketplace;Cancelado;AM;401,14;3610,26;1921,59;0,347368421;58;Masculino;50+;19;0;Correios;PIX;4
2435;45638;Samsung Galaxy M35;Celulares;9;335;3015;0,05;2864,25;Sudeste;Marketplace;Cancelado;MG;211,05;1899,45;964,8;0,336842105;94;Masculino;50+;92;0;TransFrete;Cartão de Crédito;5
2447;44824;Carregador Sem Fio Anker Magnetic 3-in-1;Acessórios;4;3453;13812;0,05;13121,4;Sudeste;Loja Física;Cancelado;SP;1657,44;6629,76;6491,64;0,494736842;68;Não Informado;50+;56;0;Correios;Cartão de Crédito;5
2454;44849;Console Xbox Series S 512GB;Eletrodomésticos & TV;3;4510;13530;0;13530;Sudeste;Loja Física;Cancelado;SP;1939,3;5817,9;7712,1;0,57;18;Feminino;18-29;117;0;Correios;Voucher;2
2471;45178;iPhone 15 Plus;Celulares;6;4442;26652;0,1;23986,8;Nordeste;Online;Cancelado;BA;3109,4;18656,4;5330,4;0,222222222;67;Masculino;50+;98;0;TransFrete;Boleto;1
2473;44933;Mini Projetor Portatil Magcubic HY300;Eletrodomésticos & TV;1;4483;4483;0,05;4258,85;Norte;Online;Cancelado;AC;2600,14;2600,14;1658,71;0,389473684;44;Feminino;30-49;163;0;LogTech Express;PIX;1
2480;43945;Console PlayStation 5 Slim;Eletrodomésticos & TV;6;64;384;0,1;345,6;Sudeste;Online;Cancelado;ES;30,08;180,48;165,12;0,477777778;51;Masculino;50+;153;0;Correios;Cartão de Crédito;3
2481;44291;Monitor Dell 27 4K;Computadores;3;113;339;0,1;305,1;Norte;Online;Cancelado;RR;67,8;203,4;101,7;0,333333333;50;Não Informado;50+;30;0;LogTech Express;PIX;2
2486;42796;Smartwatch Huawei Band 9;Eletrodomésticos & TV;6;894;5364;0,15;4559,4;Sul;Loja Física;Cancelado;SC;464,88;2789,28;1770,12;0,388235294;53;Masculino;50+;168;0;TransFrete;Boleto;3
2493;44444;SSD Crucial T500 4TB;Computadores;1;112;112;0,15;95,2;Nordeste;Online;Cancelado;AL;75,04;75,04;20,16;0,211764706;42;Feminino;30-49;53;0;TransFrete;Boleto;2
2494;43642;Drone DJI Mini 4 Pro;Eletrodomésticos & TV;10;498;4980;0;4980;Centro-Oeste;Marketplace;Cancelado;MS;318,72;3187,2;1792,8;0,36;44;Masculino;30-49;75;0;Correios;Boleto;5
2496;43281;Xiaomi Redmi Note 12;Celulares;7;3586;25102;0,1;22591,8;Norte;Loja Física;Cancelado;RR;1900,58;13304,06;9287,74;0,411111111;56;Feminino;50+;153;0;Correios;Voucher;4
2497;42986;Xiaomi Redmi Note 14 Pro;Celulares;7;3588;25116;0,1;22604,4;Nordeste;Marketplace;Cancelado;CE;2511,6;17581,2;5023,2;0,222222222;84;Não Informado;50+;171;0;LogTech Express;PIX;1
2510;42760;Notebook ASUS Vivobook 15;Computadores;5;2692;13460;0,1;12114;Nordeste;Online;Cancelado;PI;1399,84;6999,2;5114,8;0,422222222;24;Masculino;18-29;141;0;LogTech Express;PIX;5
2511;44749;Smartwatch Samsung Galaxy Watch 7;Eletrodomésticos & TV;6;3427;20562;0,1;18505,8;Nordeste;Loja Física;Cancelado;AL;1884,85;11309,1;7196,7;0,388888889;22;Feminino;18-29;153;0;Correios;Boleto;5
2512;44435;Notebook ASUS Zenbook 14 OLED;Computadores;1;2018;2018;0,1;1816,2;Norte;Loja Física;Cancelado;TO;1210,8;1210,8;605,4;0,333333333;37;Masculino;30-49;125;0;LogTech Express;Voucher;3
2513;43572;SSD Kingston NV2 2TB;Computadores;6;757;4542;0,05;4314,9;Sudeste;Online;Cancelado;MG;325,51;1953,06;2361,84;0,547368421;88;Não Informado;50+;155;0;TransFrete;PIX;2
2519;44609;Fone Philips TAT1108 TWS;Acessórios;8;2954;23632;0,1;21268,8;Sudeste;Online;Cancelado;SP;1831,48;14651,84;6616,96;0,311111111;24;Não Informado;18-29;150;0;LogTech Express;Voucher;1
2521;44519;Mini Projetor Portatil Magcubic HY300;Eletrodomésticos & TV;2;298;596;0,05;566,2;Nordeste;Online;Cancelado;BA;146,02;292,04;274,16;0,484210526;18;Não Informado;18-29;27;0;TransFrete;Voucher;1
2527;45553;Xiaomi POCO X6 Neo;Celulares;4;3776;15104;0,1;13593,6;Norte;Marketplace;Cancelado;AM;2001,28;8005,12;5588,48;0,411111111;90;Não Informado;50+;83;0;Correios;Boleto;1
2531;43502;iPad Pro M4;Computadores;10;3721;37210;0,15;31628,5;Nordeste;Online;Cancelado;SE;2083,76;20837,6;10790,9;0,341176471;84;Masculino;50+;117;0;Correios;Cartão de Crédito;1
2535;45043;iPhone 14 128GB;Celulares;3;755;2265;0,1;2038,5;Centro-Oeste;Marketplace;Cancelado;GO;498,3;1494,9;543,6;0,266666667;32;Masculino;30-49;78;0;TransFrete;Voucher;1
2536;43723;Apple AirPods 3;Acessórios;8;4056;32448;0,15;27580,8;Sudeste;Loja Física;Cancelado;ES;2839,2;22713,6;4867,2;0,176470588;45;Não Informado;30-49;57;0;LogTech Express;PIX;3
2541;44736;Xiaomi POCO X6 Neo;Celulares;5;3219;16095;0,15;13680,75;Norte;Online;Cancelado;AC;1738,26;8691,3;4989,45;0,364705882;21;Masculino;18-29;176;0;Correios;PIX;5
2545;44100;Carregador Sem Fio Anker Magnetic 3-in-1;Acessórios;6;3864;23184;0;23184;Nordeste;Marketplace;Cancelado;RN;2202,48;13214,88;9969,12;0,43;28;Não Informado;18-29;171;0;LogTech Express;Cartão de Crédito;5
2546;42740;Fone Ambie Sound Earcuffs;Acessórios;2;255;510;0,15;433,5;Sudeste;Loja Física;Cancelado;SP;114,75;229,5;204;0,470588235;48;Feminino;30-49;79;0;LogTech Express;Boleto;1
2548;44465;Camera de Acao DJI Osmo Action 4;Eletrodomésticos & TV;6;3880;23280;0,1;20952;Sudeste;Loja Física;Cancelado;RJ;2560,8;15364,8;5587,2;0,266666667;94;Não Informado;50+;18;0;LogTech Express;Boleto;2
2556;44498;Roku Express HD;Eletrodomésticos & TV;6;3517;21102;0;21102;Sul;Online;Cancelado;PR;2356,39;14138,34;6963,66;0,33;65;Feminino;50+;80;0;TransFrete;PIX;5
2558;43154;Xiaomi POCO F6;Celulares;9;1788;16092;0,15;13678,2;Sul;Loja Física;Cancelado;RS;750,96;6758,64;6919,56;0,505882353;25;Não Informado;18-29;176;0;LogTech Express;Boleto;1
2568;43863;Console Xbox Series X 1TB;Eletrodomésticos & TV;4;863;3452;0;3452;Nordeste;Marketplace;Cancelado;MA;440,13;1760,52;1691,48;0,49;38;Não Informado;30-49;175;0;LogTech Express;Voucher;2
2571;45064;Smart TV LG NanoCell 65;Eletrodomésticos & TV;6;2575;15450;0,15;13132,5;Norte;Marketplace;Cancelado;PA;1107,25;6643,5;6489;0,494117647;25;Feminino;18-29;63;0;TransFrete;PIX;4
2576;45095;Notebook ASUS Vivobook 15;Computadores;6;658;3948;0,05;3750,6;Nordeste;Marketplace;Cancelado;PI;315,84;1895,04;1855,56;0,494736842;38;Feminino;30-49;54;0;LogTech Express;PIX;3
2578;45915;Infinix Hot 40i;Celulares;4;688;2752;0,05;2614,4;Nordeste;Online;Cancelado;PE;467,84;1871,36;743,04;0,284210526;20;Não Informado;18-29;80;0;TransFrete;Boleto;4
2584;44858;Fone Haylou GT7 Neo;Acessórios;6;815;4890;0;4890;Centro-Oeste;Online;Cancelado;GO;431,95;2591,7;2298,3;0,47;46;Não Informado;30-49;131;0;LogTech Express;Cartão de Crédito;3
2588;45499;Base Cooler para Notebook Multilaser;Acessórios;5;2329;11645;0,05;11062,75;Centro-Oeste;Online;Cancelado;MS;1280,95;6404,75;4658;0,421052632;28;Não Informado;18-29;27;0;LogTech Express;PIX;3
2600;42985;Fone Bluetooth JBL Tune 520BT;Acessórios;9;4280;38520;0;38520;Nordeste;Marketplace;Cancelado;PB;1712;15408;23112;0,6;95;Feminino;50+;20;0;Correios;Boleto;4
2616;44911;Robo Aspirador de Po Xiaomi Robot Vacuum E10;Eletrodomésticos & TV;10;3507;35070;0,1;31563;Nordeste;Marketplace;Cancelado;PI;1437,87;14378,7;17184,3;0,544444444;56;Não Informado;50+;27;0;TransFrete;PIX;1
2629;44466;iPhone 15 Plus;Celulares;6;357;2142;0,05;2034,9;Nordeste;Online;Cancelado;AL;192,78;1156,68;878,22;0,431578947;32;Não Informado;30-49;148;0;Correios;Cartão de Crédito;3
2631;45393;Headphone Anker Soundcore Q30;Acessórios;4;4730;18920;0,05;17974;Norte;Online;Cancelado;AP;3169,1;12676,4;5297,6;0,294736842;33;Masculino;30-49;58;0;Correios;Voucher;5
2635;45959;OnePlus 12;Celulares;8;2963;23704;0,1;21333,6;Sul;Online;Cancelado;RS;1303,72;10429,76;10903,84;0,511111111;60;Masculino;50+;135;0;Correios;PIX;2
2636;45180;Console Asus ROG Ally X;Eletrodomésticos & TV;10;3166;31660;0,05;30077;Centro-Oeste;Loja Física;Cancelado;MT;1393,04;13930,4;16146,6;0,536842105;50;Não Informado;50+;46;0;LogTech Express;Cartão de Crédito;3
2639;44278;Smartwatch Haylou Solar Lite;Eletrodomésticos & TV;3;3758;11274;0,1;10146,6;Nordeste;Marketplace;Cancelado;PB;2066,9;6200,7;3945,9;0,388888889;80;Feminino;50+;90;0;TransFrete;Cartão de Crédito;3
2640;44700;Console Xbox Series X 1TB;Eletrodomésticos & TV;4;4472;17888;0,1;16099,2;Centro-Oeste;Online;Cancelado;DF;3040,96;12163,84;3935,36;0,244444444;27;Feminino;18-29;74;0;TransFrete;Boleto;5
2642;44592;Xiaomi Pad 6;Computadores;7;858;6006;0,1;5405,4;Nordeste;Marketplace;Cancelado;PB;514,8;3603,6;1801,8;0,333333333;79;Masculino;50+;99;0;Correios;Boleto;3
2649;43751;Mouse Sem Fio Logitech M280;Acessórios;7;2318;16226;0;16226;Nordeste;Online;Cancelado;MA;973,56;6814,92;9411,08;0,58;18;Não Informado;18-29;15;0;LogTech Express;Voucher;4
2650;42753;Fone Xiaomi Redmi Buds 5 Pro;Acessórios;2;2144;4288;0,1;3859,2;Nordeste;Marketplace;Cancelado;PE;1350,72;2701,44;1157,76;0,3;30;Feminino;30-49;59;0;LogTech Express;Cartão de Crédito;1
2653;45809;Xiaomi POCO F6;Celulares;10;171;1710;0;1710;Norte;Online;Cancelado;AM;85,5;855;855;0,5;63;Feminino;50+;150;0;LogTech Express;Cartão de Crédito;3
2656;43810;Smart Lampada Wi-Fi Positivo Casa Inteligente;Eletrodomésticos & TV;9;4435;39915;0;39915;Norte;Marketplace;Cancelado;RO;3015,8;27142,2;12772,8;0,32;19;Não Informado;18-29;138;0;LogTech Express;PIX;3
2661;44362;Caixa de Som JBL Essential 2;Eletrodomésticos & TV;4;1734;6936;0,1;6242,4;Norte;Marketplace;Cancelado;RO;901,68;3606,72;2635,68;0,422222222;79;Masculino;50+;93;0;LogTech Express;PIX;4
2664;45044;Smart TV LG NanoCell 65;Eletrodomésticos & TV;3;265;795;0,05;755,25;Norte;Online;Cancelado;PA;127,2;381,6;373,65;0,494736842;29;Masculino;18-29;131;0;TransFrete;Voucher;5
2672;43248;Pilha Recarregavel Duracell AAA;Eletrodomésticos & TV;5;4987;24935;0,1;22441,5;Centro-Oeste;Marketplace;Cancelado;GO;2842,59;14212,95;8228,55;0,366666667;38;Feminino;30-49;117;0;Correios;PIX;5
2674;45944;Smartwatch Huawei Band 9;Eletrodomésticos & TV;3;1232;3696;0,1;3326,4;Norte;Loja Física;Cancelado;AP;850,08;2550,24;776,16;0,233333333;76;Não Informado;50+;80;0;LogTech Express;Cartão de Crédito;2
2690;44892;Notebook Gamer Dell G15;Computadores;4;97;388;0;388;Centro-Oeste;Online;Cancelado;DF;47,53;190,12;197,88;0,51;22;Não Informado;18-29;98;0;LogTech Express;Boleto;4
2693;42753;Base Cooler para Notebook Multilaser;Acessórios;9;1163;10467;0,05;9943,65;Centro-Oeste;Loja Física;Cancelado;MT;488,46;4396,14;5547,51;0,557894737;59;Não Informado;50+;139;0;Correios;PIX;5
2697;45228;Micro-ondas Electrolux 31L MEO44;Eletrodomésticos & TV;8;3923;31384;0,05;29814,8;Norte;Online;Cancelado;AC;1804,58;14436,64;15378,16;0,515789474;37;Feminino;30-49;22;0;Correios;Voucher;5
2699;44021;Repetidor de Sinal Wi-Fi Xiaomi Pro;Eletrodomésticos & TV;9;1258;11322;0,15;9623,7;Nordeste;Loja Física;Cancelado;BA;591,26;5321,34;4302,36;0,447058824;68;Masculino;50+;102;0;TransFrete;Boleto;5
2703;44335;Monitor ASUS ProArt 27;Computadores;4;760;3040;0;3040;Nordeste;Marketplace;Cancelado;CE;471,2;1884,8;1155,2;0,38;28;Não Informado;18-29;42;0;Correios;PIX;4
2706;44083;iPad Air M2;Computadores;10;3533;35330;0;35330;Sudeste;Loja Física;Cancelado;RJ;2331,78;23317,8;12012,2;0,34;83;Masculino;50+;34;0;LogTech Express;Voucher;4
2707;43457;Carregador Portatil Baseus Power Bank 30000mAh;Acessórios;4;4593;18372;0,15;15616,2;Sudeste;Online;Cancelado;ES;2572,08;10288,32;5327,88;0,341176471;64;Masculino;50+;98;0;LogTech Express;Voucher;2
2708;45025;Camera de Acao DJI Osmo Action 4;Eletrodomésticos & TV;9;2556;23004;0,15;19553,4;Norte;Marketplace;Cancelado;RR;1124,64;10121,76;9431,64;0,482352941;49;Feminino;30-49;72;0;LogTech Express;Cartão de Crédito;2
2710;43841;Echo Pop com Alexa;Eletrodomésticos & TV;10;1784;17840;0;17840;Centro-Oeste;Online;Cancelado;MS;749,28;7492,8;10347,2;0,58;92;Não Informado;50+;92;0;Correios;Cartão de Crédito;3
2712;42915;Samsung Galaxy A07;Celulares;7;4704;32928;0,05;31281,6;Nordeste;Marketplace;Cancelado;BA;1975,68;13829,76;17451,84;0,557894737;95;Masculino;50+;64;0;Correios;Cartão de Crédito;1
2713;44139;Camera de Acao GoPro HERO 12 Black;Eletrodomésticos & TV;1;276;276;0,05;262,2;Centro-Oeste;Online;Cancelado;MT;182,16;182,16;80,04;0,305263158;42;Feminino;30-49;134;0;LogTech Express;Cartão de Crédito;1
2718;45628;Smart TV LG NanoCell 65;Eletrodomésticos & TV;3;3163;9489;0,15;8065,65;Centro-Oeste;Online;Cancelado;DF;1897,8;5693,4;2372,25;0,294117647;34;Feminino;30-49;18;0;TransFrete;Cartão de Crédito;4
2719;42755;Notebook HP 256 G9;Computadores;7;4278;29946;0,1;26951,4;Norte;Loja Física;Cancelado;AM;2438,46;17069,22;9882,18;0,366666667;22;Feminino;18-29;55;0;Correios;Cartão de Crédito;2
2734;42903;Xiaomi Redmi Note 13;Celulares;10;1466;14660;0;14660;Norte;Online;Cancelado;AM;982,22;9822,2;4837,8;0,33;84;Masculino;50+;129;0;Correios;Voucher;5
2736;44863;Samsung Galaxy A56 5G;Celulares;6;379;2274;0,05;2160,3;Centro-Oeste;Online;Cancelado;GO;197,08;1182,48;977,82;0,452631579;21;Feminino;18-29;105;0;Correios;Boleto;2
2737;44506;Echodot 5ª Geracao com Alexa;Eletrodomésticos & TV;3;2073;6219;0,15;5286,15;Norte;Online;Cancelado;PA;912,12;2736,36;2549,79;0,482352941;50;Feminino;50+;16;0;TransFrete;PIX;5
2740;43848;Smartwatch Huawei Band 9;Eletrodomésticos & TV;1;1276;1276;0,1;1148,4;Sudeste;Marketplace;Cancelado;SP;523,16;523,16;625,24;0,544444444;77;Masculino;50+;61;0;Correios;Boleto;4
2741;44376;Motorola Moto G54;Celulares;2;2431;4862;0,1;4375,8;Norte;Loja Física;Cancelado;RR;1239,81;2479,62;1896,18;0,433333333;32;Não Informado;30-49;94;0;Correios;PIX;2
2743;45877;Nothing Phone (2a);Celulares;4;3083;12332;0,05;11715,4;Nordeste;Online;Cancelado;PB;1880,63;7522,52;4192,88;0,357894737;78;Não Informado;50+;119;0;Correios;Voucher;2
2749;42938;Xiaomi POCO X7 Pro;Celulares;8;3997;31976;0,15;27179,6;Nordeste;Loja Física;Cancelado;SE;2717,96;21743,68;5435,92;0,2;27;Não Informado;18-29;96;0;Correios;Voucher;4
2754;45514;Headset Gamer Corsair HS55;Acessórios;6;3510;21060;0;21060;Nordeste;Loja Física;Cancelado;CE;2316,6;13899,6;7160,4;0,34;58;Feminino;50+;69;0;Correios;PIX;2
2759;44642;Smartwatch Haylou Solar Lite;Eletrodomésticos & TV;5;1506;7530;0,1;6777;Nordeste;Loja Física;Cancelado;AL;1024,08;5120,4;1656,6;0,244444444;68;Feminino;50+;117;0;TransFrete;Boleto;1
2760;44758;Camera de Seguranca TP-Link Tapo C200;Eletrodomésticos & TV;8;60;480;0;480;Centro-Oeste;Loja Física;Cancelado;MS;34,8;278,4;201,6;0,42;22;Feminino;18-29;18;0;Correios;Cartão de Crédito;5
2762;44027;Headset Gamer HyperX Cloud Stinger 2;Acessórios;5;577;2885;0,1;2596,5;Nordeste;Online;Cancelado;PB;311,58;1557,9;1038,6;0,4;32;Feminino;30-49;26;0;TransFrete;PIX;1
2765;45361;Samsung Galaxy S26 Ultra;Celulares;3;2332;6996;0,05;6646,2;Centro-Oeste;Loja Física;Cancelado;MT;1492,48;4477,44;2168,76;0,326315789;70;Masculino;50+;89;0;LogTech Express;Cartão de Crédito;3
2766;44965;OnePlus 12;Celulares;8;4712;37696;0,1;33926,4;Sul;Online;Cancelado;SC;3204,16;25633,28;8293,12;0,244444444;24;Feminino;18-29;69;0;LogTech Express;Voucher;1
2768;45532;POCO M5 Pro;Celulares;8;3499;27992;0;27992;Sudeste;Marketplace;Cancelado;ES;1539,56;12316,48;15675,52;0,56;90;Não Informado;50+;87;0;TransFrete;Boleto;5
2770;44345;Soundbar LG S40Q;Eletrodomésticos & TV;8;1566;12528;0,15;10648,8;Centro-Oeste;Loja Física;Cancelado;DF;657,72;5261,76;5387,04;0,505882353;65;Não Informado;50+;86;0;Correios;PIX;1
2771;44789;Robo Aspirador de Po Kabum Smart 700;Eletrodomésticos & TV;6;4876;29256;0;29256;Sudeste;Online;Cancelado;RJ;2340,48;14042,88;15213,12;0,52;25;Masculino;18-29;123;0;LogTech Express;Voucher;3
2773;45166;Smartwatch Amazfit Bip 5;Eletrodomésticos & TV;9;2769;24921;0,05;23674,95;Nordeste;Online;Cancelado;PI;1744,47;15700,23;7974,72;0,336842105;27;Feminino;18-29;162;0;Correios;Voucher;2
2779;44783;Infinix Note 40 Pro;Celulares;3;2854;8562;0,15;7277,7;Nordeste;Marketplace;Cancelado;PE;1312,84;3938,52;3339,18;0,458823529;55;Não Informado;50+;136;0;LogTech Express;Cartão de Crédito;1
2782;45803;Amazon Kindle 11ª Geracao;Computadores;5;3072;15360;0,15;13056;Norte;Online;Cancelado;PA;2027,52;10137,6;2918,4;0,223529412;93;Masculino;50+;76;0;Correios;Voucher;1
2789;43010;Samsung Galaxy A15;Celulares;1;188;188;0;188;Sul;Online;Cancelado;SC;127,84;127,84;60,16;0,32;43;Feminino;30-49;170;0;LogTech Express;Voucher;3
2790;45913;Camera de Seguranca Xiaomi 360 2K;Eletrodomésticos & TV;6;3477;20862;0,05;19818,9;Norte;Marketplace;Cancelado;AC;2120,97;12725,82;7093,08;0,357894737;54;Masculino;50+;134;0;Correios;Cartão de Crédito;4
2792;43417;Hub USB-C 7 em 1 Baseus;Acessórios;1;4867;4867;0;4867;Norte;Online;Cancelado;RO;3066,21;3066,21;1800,79;0,37;37;Não Informado;30-49;47;0;Correios;PIX;5
2798;43251;Fone QCY T13 TWS;Acessórios;4;173;692;0;692;Nordeste;Online;Cancelado;SE;84,77;339,08;352,92;0,51;58;Não Informado;50+;34;0;TransFrete;Boleto;4
2801;42758;Mini Projetor Portatil Magcubic HY300;Eletrodomésticos & TV;10;1377;13770;0,15;11704,5;Sul;Loja Física;Cancelado;SC;550,8;5508;6196,5;0,529411765;62;Feminino;50+;124;0;Correios;PIX;5
2804;43389;Xiaomi 14 Ultra;Celulares;5;498;2490;0,15;2116,5;Sul;Loja Física;Cancelado;SC;293,82;1469,1;647,4;0,305882353;47;Não Informado;30-49;108;0;TransFrete;Boleto;3
2822;44487;Smart TV LG OLED 55 B4;Eletrodomésticos & TV;4;2706;10824;0,05;10282,8;Norte;Online;Cancelado;RR;1461,24;5844,96;4437,84;0,431578947;20;Não Informado;18-29;47;0;TransFrete;PIX;5
2827;44157;Soundbar LG S40Q;Eletrodomésticos & TV;1;4463;4463;0;4463;Nordeste;Loja Física;Cancelado;SE;2410,02;2410,02;2052,98;0,46;87;Feminino;50+;16;0;TransFrete;Voucher;3
2828;44543;Infinix Note 40 Pro;Celulares;1;2564;2564;0,05;2435,8;Centro-Oeste;Loja Física;Cancelado;MS;1205,08;1205,08;1230,72;0,505263158;82;Feminino;50+;125;0;TransFrete;Boleto;1
2829;44042;Smartwatch Huawei Band 9;Eletrodomésticos & TV;2;663;1326;0,15;1127,1;Centro-Oeste;Loja Física;Cancelado;MS;377,91;755,82;371,28;0,329411765;82;Masculino;50+;105;0;Correios;PIX;4
2834;44026;Samsung Galaxy Tab A9+;Computadores;3;696;2088;0,15;1774,8;Sudeste;Online;Cancelado;ES;292,32;876,96;897,84;0,505882353;88;Não Informado;50+;61;0;LogTech Express;PIX;5
2835;43471;Carregador Sem Fio Anker Magnetic 3-in-1;Acessórios;8;2309;18472;0,05;17548,4;Nordeste;Loja Física;Cancelado;PI;1431,58;11452,64;6095,76;0,347368421;47;Masculino;30-49;138;0;Correios;Voucher;3
2836;45155;Notebook Acer Aspire 5;Computadores;10;241;2410;0,05;2289,5;Norte;Loja Física;Cancelado;RR;134,96;1349,6;939,9;0,410526316;72;Masculino;50+;142;0;LogTech Express;Voucher;2
2838;44792;iPhone 15 Pro Max;Celulares;3;195;585;0,05;555,75;Centro-Oeste;Loja Física;Cancelado;MS;97,5;292,5;263,25;0,473684211;35;Masculino;30-49;178;0;Correios;Voucher;3
2840;44821;Controle Nintendo Switch Pro;Eletrodomésticos & TV;1;4283;4283;0,15;3640,55;Centro-Oeste;Marketplace;Cancelado;GO;2312,82;2312,82;1327,73;0,364705882;35;Masculino;30-49;27;0;Correios;PIX;4
2857;44066;Samsung Galaxy M35;Celulares;1;3624;3624;0,1;3261,6;Centro-Oeste;Online;Cancelado;MT;1956,96;1956,96;1304,64;0,4;21;Masculino;18-29;170;0;LogTech Express;PIX;2
2863;45812;Fone Xiaomi Redmi Buds 5 Pro;Acessórios;9;1702;15318;0;15318;Nordeste;Loja Física;Cancelado;CE;1072,26;9650,34;5667,66;0,37;18;Feminino;18-29;95;0;Correios;PIX;5
2865;43450;SSD Kingston NV2 2TB;Computadores;2;391;782;0,1;703,8;Nordeste;Loja Física;Cancelado;CE;273,7;547,4;156,4;0,222222222;27;Feminino;18-29;112;0;LogTech Express;Cartão de Crédito;1
2871;45908;Xiaomi 14 Ultra;Celulares;6;4473;26838;0,1;24154,2;Nordeste;Loja Física;Cancelado;PE;2147,04;12882,24;11271,96;0,466666667;59;Feminino;50+;172;0;Correios;Boleto;4
2872;42757;Mouse Logitech Pebble M350;Acessórios;8;734;5872;0,1;5284,8;Nordeste;Online;Cancelado;BA;359,66;2877,28;2407,52;0,455555556;82;Feminino;50+;125;0;LogTech Express;PIX;2
2873;43223;Notebook ASUS Vivobook 15;Computadores;10;4906;49060;0,15;41701;Centro-Oeste;Loja Física;Cancelado;MT;2207,7;22077;19624;0,470588235;72;Masculino;50+;96;0;TransFrete;Voucher;5
2875;44978;Nothing Phone (2a);Celulares;1;747;747;0,1;672,3;Nordeste;Online;Cancelado;MA;351,09;351,09;321,21;0,477777778;46;Feminino;30-49;23;0;Correios;Boleto;2
2878;42743;Monitor Samsung T350 24;Computadores;4;2631;10524;0;10524;Nordeste;Online;Cancelado;AL;1105,02;4420,08;6103,92;0,58;57;Feminino;50+;108;0;LogTech Express;Cartão de Crédito;5
2879;42785;Notebook Acer Aspire 5;Computadores;4;2031;8124;0;8124;Nordeste;Online;Cancelado;BA;1381,08;5524,32;2599,68;0,32;20;Masculino;18-29;55;0;LogTech Express;Boleto;2
2880;42828;Roteador Wi-Fi 6 TP-Link Archer AX12;Eletrodomésticos & TV;8;4657;37256;0;37256;Norte;Marketplace;Cancelado;AC;3120,19;24961,52;12294,48;0,33;91;Masculino;50+;27;0;Correios;Voucher;3
2881;45269;Headset Gamer Razer BlackShark V2 X;Acessórios;2;4333;8666;0;8666;Nordeste;Loja Física;Cancelado;PE;2816,45;5632,9;3033,1;0,35;74;Masculino;50+;52;0;Correios;Boleto;1
2884;44376;OnePlus 12;Celulares;4;2497;9988;0,05;9488,6;Centro-Oeste;Marketplace;Cancelado;DF;1598,08;6392,32;3096,28;0,326315789;87;Feminino;50+;15;0;LogTech Express;PIX;2
2887;44407;Tablet Vaio TL10;Computadores;5;2502;12510;0,15;10633,5;Nordeste;Marketplace;Cancelado;RN;1301,04;6505,2;4128,3;0,388235294;71;Feminino;50+;81;0;LogTech Express;Boleto;4
2888;44989;Smartwatch Haylou Solar Lite;Eletrodomésticos & TV;5;4858;24290;0,05;23075,5;Nordeste;Loja Física;Cancelado;CE;3011,96;15059,8;8015,7;0,347368421;91;Não Informado;50+;53;0;LogTech Express;Voucher;1
2889;43094;Carregador Portatil Anker PowerCore 10000mAh;Acessórios;4;2130;8520;0;8520;Norte;Online;Cancelado;RR;894,6;3578,4;4941,6;0,58;40;Não Informado;30-49;143;0;LogTech Express;Cartão de Crédito;4
2891;45488;Caixa de Som JBL Essential 2;Eletrodomésticos & TV;9;2781;25029;0;25029;Norte;Loja Física;Cancelado;PA;1724,22;15517,98;9511,02;0,38;63;Feminino;50+;118;0;TransFrete;PIX;2
2892;42740;Echo Show 5 com Alexa;Eletrodomésticos & TV;6;896;5376;0,1;4838,4;Norte;Online;Cancelado;PA;430,08;2580,48;2257,92;0,466666667;78;Não Informado;50+;76;0;LogTech Express;PIX;4
