ID_Pedido ; Data ; Produto ; Categoria ; Quantidade ; Preco_Unitario ; Receita_Bruta ; Desconto ; Receita_Liquida ; Regiao ; Canal_Venda ; Status_Entrega ; Estado_UF ; Custo_Unitario ; Custo_Total ; Lucro_Liquido ; Margem_Lucro_Porcentagem ; Idade_Cliente ; Genero_Cliente ; Faixa_Etaria ; Valor_Frete ; Dias_Entrega ; Transportadora ; Meio_Pagamento ; Avaliacao_Cliente;Ano_de_Venda
2578;45915;Infinix Hot 40i;Celulares;4;688;2752;0,05;2614,4;Nordeste;Online;Cancelado;PE;467,84;1871,36;743,04;0,284210526;20;Não Informado;18-29;80;0;TransFrete;Boleto;4;2025
2579;45779;Memoria RAM Corsair Vengeance 16GB;Computadores;1;3682;3682;0;3682;Nordeste;Marketplace;Em trânsito;BA;2466,94;2466,94;1215,06;0,33;80;Feminino;50+;126;21;TransFrete;Cartão de Crédito;1;2025
2586;46020;Google Chromecast com Google TV 4K;Eletrodomésticos & TV;1;4032;4032;0;4032;Centro-Oeste;Marketplace;Em trânsito;MS;1935,36;1935,36;2096,64;0,52;80;Feminino;50+;170;13;LogTech Express;Cartão de Crédito;1;2025
2595;45948;Filtro de Linha iClamper Energia 5;Acessórios;10;2597;25970;0;25970;Sul;Online;Entregue;SC;1272,53;12725,3;13244,7;0,51;38;Feminino;30-49;96;10;LogTech Express;Cartão de Crédito;3;2025
2597;45672;Cabo USB-C Baseus 100W;Acessórios;6;81;486;0,15;413,1;Sudeste;Loja Física;Em trânsito;SP;36,45;218,7;194,4;0,470588235;84;Não Informado;50+;147;23;TransFrete;Cartão de Crédito;1;2025
2614;45961;Google Pixel 11 Pro;Celulares;2;3233;6466;0,1;5819,4;Sudeste;Marketplace;Entregue;RJ;1648,83;3297,66;2521,74;0,433333333;52;Não Informado;50+;57;24;LogTech Express;Voucher;4;2025
2620;45961;Motorola Moto G85;Celulares;4;162;648;0,05;615,6;Nordeste;Loja Física;Em trânsito;PE;90,72;362,88;252,72;0,410526316;37;Masculino;30-49;37;19;LogTech Express;Voucher;1;2025
2635;45959;OnePlus 12;Celulares;8;2963;23704;0,1;21333,6;Sul;Online;Cancelado;RS;1303,72;10429,76;10903,84;0,511111111;60;Masculino;50+;135;0;Correios;PIX;2;2025
2637;45749;iPad 10ª Geracao;Computadores;6;3460;20760;0,15;17646;Nordeste;Loja Física;Em trânsito;CE;1937,6;11625,6;6020,4;0,341176471;55;Feminino;50+;83;22;Correios;Voucher;5;2025
2644;45901;Notebook Dell Inspiron 15;Computadores;7;4328;30296;0,1;27266,4;Nordeste;Online;Entregue;PE;2293,84;16056,88;11209,52;0,411111111;34;Não Informado;30-49;179;7;Correios;Cartão de Crédito;3;2025
2651;45811;Headphone Anker Soundcore Q30;Acessórios;6;2240;13440;0,15;11424;Centro-Oeste;Loja Física;Entregue;GO;1321,6;7929,6;3494,4;0,305882353;89;Não Informado;50+;122;7;LogTech Express;Boleto;1;2025
2653;45809;Xiaomi POCO F6;Celulares;10;171;1710;0;1710;Norte;Online;Cancelado;AM;85,5;855;855;0,5;63;Feminino;50+;150;0;LogTech Express;Cartão de Crédito;3;2025
2668;45670;Xiaomi Redmi Note 14 Pro;Celulares;7;1541;10787;0,05;10247,65;Nordeste;Online;Em trânsito;PI;847,55;5932,85;4314,8;0,421052632;53;Feminino;50+;123;25;TransFrete;PIX;5;2025
2674;45944;Smartwatch Huawei Band 9;Eletrodomésticos & TV;3;1232;3696;0,1;3326,4;Norte;Loja Física;Cancelado;AP;850,08;2550,24;776,16;0,233333333;76;Não Informado;50+;80;0;LogTech Express;Cartão de Crédito;2;2025
2702;45972;Smart TV LG OLED 55 B4;Eletrodomésticos & TV;3;126;378;0;378;Norte;Loja Física;Em trânsito;RO;59,22;177,66;200,34;0,53;63;Feminino;50+;114;22;TransFrete;Voucher;1;2025
2725;45715;iPad 10ª Geracao;Computadores;5;3194;15970;0;15970;Norte;Online;Entregue;AM;1660,88;8304,4;7665,6;0,48;90;Masculino;50+;89;3;TransFrete;Cartão de Crédito;5;2025
2726;45934;Xiaomi 14 Ultra;Celulares;4;851;3404;0,05;3233,8;Nordeste;Loja Física;Entregue;AL;340,4;1361,6;1872,2;0,578947368;73;Masculino;50+;57;16;Correios;PIX;1;2025
2735;45929;Smartwatch Xiaomi Redmi Watch 5;Eletrodomésticos & TV;3;1187;3561;0;3561;Nordeste;Marketplace;Em trânsito;PE;593,5;1780,5;1780,5;0,5;80;Feminino;50+;114;10;LogTech Express;PIX;5;2025
2743;45877;Nothing Phone (2a);Celulares;4;3083;12332;0,05;11715,4;Nordeste;Online;Cancelado;PB;1880,63;7522,52;4192,88;0,357894737;78;Não Informado;50+;119;0;Correios;Voucher;2;2025
2753;46018;Fone Baseus Bowie Bowie WM02;Acessórios;3;2517;7551;0;7551;Norte;Marketplace;Entregue;PA;1233,33;3699,99;3851,01;0,51;45;Masculino;30-49;175;11;TransFrete;Boleto;5;2025
2782;45803;Amazon Kindle 11ª Geracao;Computadores;5;3072;15360;0,15;13056;Norte;Online;Cancelado;PA;2027,52;10137,6;2918,4;0,223529412;93;Masculino;50+;76;0;Correios;Voucher;1;2025
2790;45913;Camera de Seguranca Xiaomi 360 2K;Eletrodomésticos & TV;6;3477;20862;0,05;19818,9;Norte;Marketplace;Cancelado;AC;2120,97;12725,82;7093,08;0,357894737;54;Masculino;50+;134;0;Correios;Cartão de Crédito;4;2025
2796;45716;Samsung Galaxy Z Flip 6;Celulares;8;481;3848;0,1;3463,2;Nordeste;Marketplace;Em trânsito;RN;293,41;2347,28;1115,92;0,322222222;36;Masculino;30-49;34;18;LogTech Express;PIX;3;2025
2808;45975;Camera de Seguranca Intelbras IM3;Eletrodomésticos & TV;3;3106;9318;0,05;8852,1;Centro-Oeste;Marketplace;Entregue;MT;1397,7;4193,1;4659;0,526315789;92;Feminino;50+;140;17;Correios;PIX;2;2025
2816;45920;Fechadura Digital Intelbras FR 101;Eletrodomésticos & TV;3;4952;14856;0,05;14113,2;Nordeste;Loja Física;Entregue;PB;2921,68;8765,04;5348,16;0,378947368;82;Feminino;50+;99;6;LogTech Express;Voucher;2;2025
2817;45689;Notebook ASUS Zenbook 14 OLED;Computadores;2;2278;4556;0,05;4328,2;Nordeste;Loja Física;Em trânsito;CE;1230,12;2460,24;1867,96;0,431578947;27;Feminino;18-29;38;25;LogTech Express;Boleto;3;2025
2821;45675;Home Theater JBL Bar 500;Eletrodomésticos & TV;3;611;1833;0,15;1558,05;Nordeste;Online;Em trânsito;SE;329,94;989,82;568,23;0,364705882;29;Não Informado;18-29;46;7;Correios;Cartão de Crédito;5;2025
2826;46006;Motorola Moto G54;Celulares;2;4461;8922;0;8922;Norte;Loja Física;Em trânsito;AP;2408,94;4817,88;4104,12;0,46;35;Não Informado;30-49;106;13;TransFrete;PIX;4;2025
2839;45855;Liquidificador Philips Walita ProBlend 6;Eletrodomésticos & TV;9;4168;37512;0,05;35636,4;Centro-Oeste;Online;Entregue;MT;1750,56;15755,04;19881,36;0,557894737;18;Masculino;18-29;125;14;LogTech Express;PIX;1;2025
2841;45842;Smart TV Xiaomi TV A Pro 55;Eletrodomésticos & TV;4;2076;8304;0;8304;Centro-Oeste;Loja Física;Em trânsito;DF;1307,88;5231,52;3072,48;0,37;94;Não Informado;50+;82;22;LogTech Express;PIX;5;2025
2863;45812;Fone Xiaomi Redmi Buds 5 Pro;Acessórios;9;1702;15318;0;15318;Nordeste;Loja Física;Cancelado;CE;1072,26;9650,34;5667,66;0,37;18;Feminino;18-29;95;0;Correios;PIX;5;2025
2864;45951;Console Xbox Series X 1TB;Eletrodomésticos & TV;2;3009;6018;0,15;5115,3;Sudeste;Marketplace;Entregue;RJ;1414,23;2828,46;2286,84;0,447058824;78;Não Informado;50+;168;2;Correios;Cartão de Crédito;3;2025
2867;45906;Xiaomi Redmi Note 14 Pro;Celulares;3;2057;6171;0,1;5553,9;Nordeste;Online;Entregue;SE;1275,34;3826,02;1727,88;0,311111111;62;Masculino;50+;38;24;LogTech Express;Voucher;4;2025
2871;45908;Xiaomi 14 Ultra;Celulares;6;4473;26838;0,1;24154,2;Nordeste;Loja Física;Cancelado;PE;2147,04;12882,24;11271,96;0,466666667;59;Feminino;50+;172;0;Correios;Boleto;4;2025
2914;45707;Fone Philips TAT1108 TWS;Acessórios;5;3960;19800;0,05;18810;Nordeste;Online;Entregue;SE;1821,6;9108;9702;0,515789474;38;Feminino;30-49;151;23;LogTech Express;Voucher;5;2025
2921;45797;Amazon Kindle 11ª Geracao;Computadores;7;3410;23870;0,1;21483;Norte;Online;Entregue;AP;1398,1;9786,7;11696,3;0,544444444;26;Feminino;18-29;91;20;TransFrete;Voucher;5;2025
2925;45726;Hub USB-C 7 em 1 Baseus;Acessórios;5;4108;20540;0,05;19513;Nordeste;Loja Física;Cancelado;PB;2670,2;13351;6162;0,315789474;22;Feminino;18-29;36;0;Correios;Cartão de Crédito;5;2025
2927;45764;Xiaomi Redmi 13C;Celulares;8;2142;17136;0,05;16279,2;Nordeste;Marketplace;Entregue;MA;1456,56;11652,48;4626,72;0,284210526;42;Não Informado;30-49;66;11;Correios;Boleto;5;2025
2932;46007;Mouse Logitech Pebble M350;Acessórios;4;2975;11900;0;11900;Centro-Oeste;Marketplace;Entregue;GO;1785;7140;4760;0,4;18;Não Informado;18-29;37;21;LogTech Express;Voucher;3;2025
2933;45710;Xiaomi Redmi Note 14 Pro;Celulares;9;4387;39483;0,1;35534,7;Norte;Online;Entregue;RR;2281,24;20531,16;15003,54;0,422222222;73;Feminino;50+;172;17;TransFrete;Voucher;1;2025
2939;45864;Carregador de Pilhas Sony com 4 Pilhas;Eletrodomésticos & TV;2;2922;5844;0,05;5551,8;Norte;Online;Em trânsito;AM;1986,96;3973,92;1577,88;0,284210526;33;Não Informado;30-49;144;8;TransFrete;Cartão de Crédito;4;2025
2948;45670;Realme Note 50;Celulares;7;1077;7539;0;7539;Sudeste;Marketplace;Cancelado;MG;560,04;3920,28;3618,72;0,48;42;Não Informado;30-49;68;0;Correios;Boleto;4;2025
2949;45666;MacBook Air M3;Computadores;9;832;7488;0,15;6364,8;Sul;Loja Física;Cancelado;PR;349,44;3144,96;3219,84;0,505882353;65;Não Informado;50+;142;0;TransFrete;PIX;3;2025
2957;45682;Xiaomi Redmi A3;Celulares;7;3076;21532;0,15;18302,2;Nordeste;Marketplace;Em trânsito;MA;1538;10766;7536,2;0,411764706;94;Feminino;50+;166;20;Correios;PIX;3;2025
2958;45909;Controle PS5 DualSense;Eletrodomésticos & TV;1;2800;2800;0,05;2660;Nordeste;Loja Física;Cancelado;SE;1148;1148;1512;0,568421053;52;Não Informado;50+;122;0;TransFrete;Boleto;2;2025
2962;45829;Micro-ondas Electrolux 31L MEO44;Eletrodomésticos & TV;3;2470;7410;0,1;6669;Nordeste;Marketplace;Em trânsito;AL;1210,3;3630,9;3038,1;0,455555556;81;Não Informado;50+;113;12;TransFrete;Boleto;4;2025
2963;45787;Caixa de Som Portatil Anker Soundcore 2;Eletrodomésticos & TV;10;899;8990;0,1;8091;Centro-Oeste;Online;Em trânsito;MT;476,47;4764,7;3326,3;0,411111111;31;Masculino;30-49;34;22;Correios;PIX;2;2025
2966;45775;Notebook HP ProBook 440;Computadores;10;4657;46570;0,05;44241,5;Sudeste;Loja Física;Entregue;MG;3073,62;30736,2;13505,3;0,305263158;66;Não Informado;50+;86;20;Correios;Cartão de Crédito;5;2025
2980;45878;Fechadura Digital Intelbras FR 101;Eletrodomésticos & TV;8;936;7488;0;7488;Centro-Oeste;Marketplace;Entregue;DF;514,8;4118,4;3369,6;0,45;68;Masculino;50+;144;17;Correios;Boleto;3;2025
2996;45885;Teclado Mecanico Corsair K70;Acessórios;8;2799;22392;0,1;20152,8;Sudeste;Marketplace;Entregue;MG;1231,56;9852,48;10300,32;0,511111111;57;Masculino;50+;176;10;Correios;PIX;1;2025
3010;45789;Smartwatch Amazfit Bip 5;Eletrodomésticos & TV;9;4407;39663;0,05;37679,85;Nordeste;Marketplace;Entregue;PE;2732,34;24591,06;13088,79;0,347368421;35;Não Informado;30-49;165;22;Correios;Boleto;4;2025
3018;45885;Realme Note 50;Celulares;3;4445;13335;0,15;11334,75;Nordeste;Marketplace;Em trânsito;PI;1911,35;5734,05;5600,7;0,494117647;52;Não Informado;50+;160;2;Correios;Voucher;5;2025
3044;45858;Amazon Kindle 11ª Geracao;Computadores;10;196;1960;0;1960;Centro-Oeste;Loja Física;Entregue;MT;135,24;1352,4;607,6;0,31;41;Masculino;30-49;105;17;Correios;PIX;3;2025
3052;45776;Fechadura Digital Yale YRD 256;Eletrodomésticos & TV;6;4205;25230;0,1;22707;Sul;Online;Em trânsito;SC;2565,05;15390,3;7316,7;0,322222222;38;Feminino;30-49;34;20;TransFrete;PIX;1;2025
3066;46013;Cabo Lightning Baseus;Acessórios;6;1583;9498;0,15;8073,3;Nordeste;Loja Física;Entregue;BA;791,5;4749;3324,3;0,411764706;86;Não Informado;50+;53;18;TransFrete;Voucher;1;2025
3073;45783;Samsung Galaxy A35;Celulares;7;3016;21112;0,1;19000,8;Norte;Marketplace;Entregue;PA;1658,8;11611,6;7389,2;0,388888889;22;Masculino;18-29;29;7;TransFrete;Boleto;3;2025
3083;45927;Fone QCY T13 TWS;Acessórios;1;617;617;0,15;524,45;Norte;Marketplace;Em trânsito;PA;401,05;401,05;123,4;0,235294118;46;Não Informado;30-49;70;12;Correios;PIX;4;2025
3092;45886;iPhone 14 Pro;Celulares;5;2225;11125;0,05;10568,75;Norte;Online;Cancelado;TO;1268,25;6341,25;4227,5;0,4;18;Não Informado;18-29;154;0;TransFrete;Cartão de Crédito;2;2025
3095;45984;Carregador Sem Fio Anker Magnetic 3-in-1;Acessórios;7;2730;19110;0,05;18154,5;Nordeste;Marketplace;Cancelado;MA;1911;13377;4777,5;0,263157895;85;Não Informado;50+;123;0;LogTech Express;Cartão de Crédito;1;2025
3099;45963;Teclado Mecanico Corsair K70;Acessórios;1;3120;3120;0,15;2652;Nordeste;Loja Física;Em trânsito;CE;1622,4;1622,4;1029,6;0,388235294;83;Feminino;50+;39;16;Correios;Boleto;5;2025
3105;46013;Samsung Galaxy Z Flip 5;Celulares;7;847;5929;0,1;5336,1;Norte;Online;Entregue;RO;448,91;3142,37;2193,73;0,411111111;87;Feminino;50+;140;24;TransFrete;PIX;1;2025
3108;45705;Xiaomi Redmi Note 12;Celulares;3;1336;4008;0;4008;Nordeste;Marketplace;Em trânsito;BA;748,16;2244,48;1763,52;0,44;21;Feminino;18-29;47;20;LogTech Express;Cartão de Crédito;1;2025
3110;45722;Fone Bluetooth JBL Wave Flex;Acessórios;6;3493;20958;0,05;19910,1;Nordeste;Loja Física;Entregue;PB;1921,15;11526,9;8383,2;0,421052632;55;Não Informado;50+;171;10;Correios;PIX;4;2025
3120;45663;Drone DJI Avata 2;Eletrodomésticos & TV;4;1276;5104;0,15;4338,4;Norte;Loja Física;Entregue;PA;829,4;3317,6;1020,8;0,235294118;27;Masculino;18-29;99;16;Correios;Cartão de Crédito;4;2025
3128;45972;Mouse Sem Fio Logitech M280;Acessórios;9;4633;41697;0,1;37527,3;Centro-Oeste;Loja Física;Em trânsito;GO;2177,51;19597,59;17929,71;0,477777778;33;Masculino;30-49;18;11;TransFrete;Voucher;4;2025
3132;45947;Pilha Recarregavel Duracell AAA;Eletrodomésticos & TV;4;3599;14396;0,15;12236,6;Nordeste;Loja Física;Entregue;PI;1979,45;7917,8;4318,8;0,352941176;35;Não Informado;30-49;171;10;TransFrete;Voucher;1;2025
3152;45838;Samsung Galaxy A07;Celulares;5;184;920;0,1;828;Centro-Oeste;Marketplace;Entregue;GO;126,96;634,8;193,2;0,233333333;63;Feminino;50+;113;17;Correios;Boleto;3;2025
3155;45959;Xiaomi Pad 6;Computadores;2;237;474;0,15;402,9;Sudeste;Marketplace;Cancelado;RJ;139,83;279,66;123,24;0,305882353;82;Feminino;50+;178;0;TransFrete;Boleto;4;2025
3156;46000;Pilha Alcalina Panasonic AA Lote com 16;Eletrodomésticos & TV;8;4015;32120;0,15;27302;Norte;Marketplace;Cancelado;PA;2409;19272;8030;0,294117647;59;Masculino;50+;27;0;LogTech Express;Cartão de Crédito;1;2025
3164;45953;Xiaomi POCO X6 Neo;Celulares;4;3793;15172;0;15172;Sul;Marketplace;Entregue;SC;2313,73;9254,92;5917,08;0,39;51;Masculino;50+;103;15;LogTech Express;Boleto;1;2025
3172;45922;Samsung Galaxy Tab S10 FE+;Computadores;3;3084;9252;0,15;7864,2;Norte;Marketplace;Entregue;PA;1850,4;5551,2;2313;0,294117647;47;Feminino;30-49;109;2;Correios;Voucher;3;2025
3175;45848;Samsung Galaxy S24;Celulares;3;354;1062;0;1062;Centro-Oeste;Marketplace;Entregue;GO;208,86;626,58;435,42;0,41;42;Feminino;30-49;64;7;Correios;Voucher;5;2025
3176;45707;Infinix Hot 40i;Celulares;10;3048;30480;0,15;25908;Sudeste;Online;Em trânsito;SP;1889,76;18897,6;7010,4;0,270588235;21;Masculino;18-29;39;5;TransFrete;Cartão de Crédito;2;2025
3189;45858;Google Chromecast com Google TV 4K;Eletrodomésticos & TV;7;3304;23128;0;23128;Centro-Oeste;Marketplace;Entregue;DF;1420,72;9945,04;13182,96;0,57;31;Não Informado;30-49;58;22;Correios;PIX;3;2025
3205;45793;Fone Haylou GT7 Neo;Acessórios;5;2655;13275;0,1;11947,5;Nordeste;Marketplace;Em trânsito;CE;1380,6;6903;5044,5;0,422222222;51;Masculino;50+;105;3;Correios;Voucher;5;2025
3213;45850;Memoria RAM Corsair Vengeance 16GB;Computadores;7;1057;7399;0,1;6659,1;Sudeste;Loja Física;Em trânsito;ES;697,62;4883,34;1775,76;0,266666667;73;Masculino;50+;33;17;TransFrete;Cartão de Crédito;3;2025
3217;45678;POCO M5 Pro;Celulares;8;541;4328;0,15;3678,8;Centro-Oeste;Online;Entregue;GO;281,32;2250,56;1428,24;0,388235294;25;Não Informado;18-29;128;7;Correios;PIX;3;2025
3218;45788;Console Xbox Series X 1TB;Eletrodomésticos & TV;6;2949;17694;0,15;15039,9;Norte;Loja Física;Entregue;PA;1562,97;9377,82;5662,08;0,376470588;52;Não Informado;50+;125;25;TransFrete;Voucher;4;2025
3221;45950;Robo Aspirador de Po Kabum Smart 700;Eletrodomésticos & TV;8;3525;28200;0;28200;Norte;Marketplace;Cancelado;RR;1586,25;12690;15510;0,55;87;Feminino;50+;119;0;Correios;Boleto;4;2025
3222;45732;Fone Ambie Sound Earcuffs;Acessórios;5;4498;22490;0,05;21365,5;Sul;Marketplace;Cancelado;SC;2114,06;10570,3;10795,2;0,505263158;90;Não Informado;50+;146;0;TransFrete;Cartão de Crédito;3;2025
3269;45687;Roteador Wi-Fi 6 TP-Link Archer AX12;Eletrodomésticos & TV;1;4998;4998;0,1;4498,2;Sudeste;Loja Física;Entregue;MG;2848,86;2848,86;1649,34;0,366666667;20;Não Informado;18-29;61;19;TransFrete;PIX;4;2025
3297;45892;Xiaomi POCO X6 Neo;Celulares;9;4898;44082;0,1;39673,8;Sudeste;Online;Cancelado;ES;3183,7;28653,3;11020,5;0,277777778;29;Feminino;18-29;31;0;Correios;Boleto;4;2025
3301;45902;Liquidificador Philips Walita ProBlend 6;Eletrodomésticos & TV;6;1458;8748;0,05;8310,6;Sudeste;Online;Em trânsito;MG;933,12;5598,72;2711,88;0,326315789;68;Não Informado;50+;154;19;LogTech Express;Cartão de Crédito;1;2025
3303;45905;iPad Air M2;Computadores;8;968;7744;0,05;7356,8;Norte;Online;Em trânsito;TO;387,2;3097,6;4259,2;0,578947368;69;Não Informado;50+;114;25;Correios;Voucher;2;2025
3311;45873;MacBook Pro M4;Computadores;7;994;6958;0,05;6610,1;Nordeste;Marketplace;Entregue;PB;536,76;3757,32;2852,78;0,431578947;91;Feminino;50+;50;20;Correios;Voucher;4;2025
3318;45906;MacBook Pro M4;Computadores;3;3325;9975;0,05;9476,25;Sudeste;Marketplace;Entregue;SP;1961,75;5885,25;3591;0,378947368;52;Não Informado;50+;92;8;TransFrete;PIX;3;2025
3321;45706;Mini Projetor Portatil Magcubic HY300;Eletrodomésticos & TV;10;2039;20390;0,1;18351;Nordeste;Marketplace;Em trânsito;PB;1141,84;11418,4;6932,6;0,377777778;30;Masculino;30-49;140;12;TransFrete;Voucher;3;2025
3332;45687;Honor Magic 6 Pro;Celulares;3;1216;3648;0;3648;Norte;Loja Física;Cancelado;TO;839,04;2517,12;1130,88;0,31;75;Feminino;50+;91;0;Correios;Cartão de Crédito;5;2025
3352;45978;Teclado Mecanico Corsair K70;Acessórios;5;2549;12745;0,1;11470,5;Nordeste;Marketplace;Entregue;PB;1605,87;8029,35;3441,15;0,3;56;Não Informado;50+;76;13;LogTech Express;Voucher;2;2025
3387;46008;Smart Lampada Wi-Fi Positivo Casa Inteligente;Eletrodomésticos & TV;6;2573;15438;0,15;13122,3;Nordeste;Marketplace;Entregue;PB;1106,39;6638,34;6483,96;0,494117647;77;Feminino;50+;88;25;LogTech Express;Boleto;4;2025
3436;45719;Echo Pop com Alexa;Eletrodomésticos & TV;3;3749;11247;0,05;10684,65;Centro-Oeste;Loja Física;Cancelado;MS;2324,38;6973,14;3711,51;0,347368421;31;Não Informado;30-49;116;0;LogTech Express;Boleto;5;2025
3444;45748;Motorola Moto G85;Celulares;5;4684;23420;0;23420;Sul;Marketplace;Em trânsito;SC;2154,64;10773,2;12646,8;0,54;43;Feminino;30-49;157;5;Correios;Voucher;3;2025
3457;45839;Mouse Gamer Razer DeathAdder Essential;Acessórios;10;4732;47320;0;47320;Nordeste;Marketplace;Entregue;CE;2602,6;26026;21294;0,45;25;Feminino;18-29;141;16;TransFrete;Boleto;2;2025
3459;45954;Motorola Moto G85;Celulares;3;2595;7785;0,15;6617,25;Norte;Marketplace;Cancelado;RO;1557;4671;1946,25;0,294117647;29;Feminino;18-29;126;0;Correios;Voucher;1;2025
3469;45982;Liquidificador Philips Walita ProBlend 6;Eletrodomésticos & TV;10;370;3700;0;3700;Centro-Oeste;Loja Física;Entregue;MT;210,9;2109;1591;0,43;47;Feminino;30-49;15;13;TransFrete;PIX;1;2025
3470;45867;Smartwatch Xiaomi Redmi Watch 5;Eletrodomésticos & TV;10;4632;46320;0,15;39372;Centro-Oeste;Online;Entregue;DF;2038,08;20380,8;18991,2;0,482352941;64;Feminino;50+;169;16;TransFrete;Voucher;3;2025
3472;45839;MacBook Pro M4;Computadores;9;4019;36171;0,05;34362,45;Sudeste;Online;Entregue;SP;2531,97;22787,73;11574,72;0,336842105;73;Não Informado;50+;61;15;LogTech Express;Voucher;3;2025
3485;45827;Tablet Lenovo Tab P12;Computadores;4;2437;9748;0,15;8285,8;Nordeste;Online;Entregue;PB;1096,65;4386,6;3899,2;0,470588235;88;Não Informado;50+;94;9;Correios;Cartão de Crédito;2;2025
3501;45928;Apple AirPods Pro 2;Acessórios;5;95;475;0,1;427,5;Nordeste;Online;Entregue;MA;38,95;194,75;232,75;0,544444444;25;Feminino;18-29;46;10;LogTech Express;Cartão de Crédito;4;2025
3502;45740;Xiaomi Redmi A3;Celulares;10;764;7640;0;7640;Nordeste;Online;Cancelado;PE;374,36;3743,6;3896,4;0,51;43;Masculino;30-49;154;0;LogTech Express;PIX;5;2025
3515;45905;Echo Show 5 com Alexa;Eletrodomésticos & TV;7;4469;31283;0,05;29718,85;Nordeste;Marketplace;Em trânsito;PB;2904,85;20333,95;9384,9;0,315789474;30;Feminino;30-49;22;3;TransFrete;PIX;5;2025
3518;45710;Mini PC Beelink SER5;Computadores;8;4872;38976;0,05;37027,2;Sul;Online;Entregue;RS;2825,76;22606,08;14421,12;0,389473684;41;Feminino;30-49;62;12;LogTech Express;PIX;3;2025
3519;45747;Fone Edifier W820NB Plus;Acessórios;2;546;1092;0,1;982,8;Nordeste;Marketplace;Entregue;PE;305,76;611,52;371,28;0,377777778;76;Masculino;50+;35;10;LogTech Express;Voucher;4;2025
3520;45907;Samsung Galaxy Z Flip 5;Celulares;6;1189;7134;0,1;6420,6;Sul;Marketplace;Entregue;PR;558,83;3352,98;3067,62;0,477777778;76;Masculino;50+;86;14;Correios;Voucher;2;2025
3536;45814;Console Nintendo Switch OLED;Eletrodomésticos & TV;6;2377;14262;0,15;12122,7;Nordeste;Online;Entregue;PI;1354,89;8129,34;3993,36;0,329411765;71;Não Informado;50+;93;5;TransFrete;PIX;2;2025
3549;45678;Roku Express HD;Eletrodomésticos & TV;1;4015;4015;0,1;3613,5;Nordeste;Online;Entregue;SE;2127,95;2127,95;1485,55;0,411111111;85;Não Informado;50+;68;6;Correios;Voucher;3;2025
3565;45902;Samsung Galaxy Z Flip 6;Celulares;9;4405;39645;0,05;37662,75;Nordeste;Marketplace;Entregue;AL;2819,2;25372,8;12289,95;0,326315789;91;Masculino;50+;127;3;Correios;Boleto;2;2025
3575;45910;Samsung Galaxy Z Flip 5;Celulares;9;2811;25299;0,15;21504,15;Nordeste;Online;Em trânsito;PI;1461,72;13155,48;8348,67;0,388235294;85;Não Informado;50+;153;18;LogTech Express;PIX;4;2025
3587;46018;Samsung Galaxy S26 Ultra;Celulares;9;1059;9531;0,15;8101,35;Sudeste;Loja Física;Entregue;ES;720,12;6481,08;1620,27;0,2;25;Não Informado;18-29;146;8;TransFrete;Boleto;3;2025
3590;45946;Samsung Galaxy A07;Celulares;10;3716;37160;0,15;31586;Nordeste;Online;Entregue;BA;1746,52;17465,2;14120,8;0,447058824;67;Masculino;50+;72;10;Correios;Cartão de Crédito;5;2025
3592;45828;Realme Note 50;Celulares;3;807;2421;0;2421;Sul;Loja Física;Cancelado;RS;427,71;1283,13;1137,87;0,47;38;Não Informado;30-49;82;0;Correios;Boleto;4;2025
3593;45679;Placa de Video RTX 4071 Super;Computadores;6;4813;28878;0,05;27434,1;Sudeste;Online;Entregue;SP;2213,98;13283,88;14150,22;0,515789474;31;Feminino;30-49;21;6;LogTech Express;Boleto;5;2025
3600;45987;iPhone 15 Pro;Celulares;5;4365;21825;0;21825;Norte;Marketplace;Entregue;RO;2051,55;10257,75;11567,25;0,53;21;Masculino;18-29;150;25;LogTech Express;Voucher;1;2025
3623;45758;Samsung Galaxy Tab A9+;Computadores;3;1784;5352;0;5352;Norte;Marketplace;Entregue;RR;945,52;2836,56;2515,44;0,47;71;Masculino;50+;47;10;LogTech Express;Boleto;3;2025
3625;45998;SSD Kingston NV2 2TB;Computadores;5;51;255;0,15;216,75;Sul;Online;Cancelado;SC;20,91;104,55;112,2;0,517647059;85;Masculino;50+;47;0;LogTech Express;Voucher;4;2025
3628;45931;Caixa de Som Portatil Anker Soundcore 2;Eletrodomésticos & TV;7;3879;27153;0,15;23080,05;Nordeste;Marketplace;Entregue;MA;2404,98;16834,86;6245,19;0,270588235;39;Masculino;30-49;101;4;LogTech Express;Cartão de Crédito;2;2025
3631;45958;Carregador de Parede Anker Nano 30W;Acessórios;2;1866;3732;0;3732;Centro-Oeste;Loja Física;Cancelado;MS;951,66;1903,32;1828,68;0,49;52;Feminino;50+;105;0;Correios;Boleto;2;2025
3648;45904;Xiaomi Pad 5;Celulares;10;2196;21960;0,1;19764;Nordeste;Marketplace;Em trânsito;MA;1207,8;12078;7686;0,388888889;29;Não Informado;18-29;162;11;TransFrete;Cartão de Crédito;3;2025
3651;45682;Caixa de Som JBL Essential 2;Eletrodomésticos & TV;1;2704;2704;0,05;2568,8;Centro-Oeste;Online;Entregue;MT;1297,92;1297,92;1270,88;0,494736842;59;Feminino;50+;23;23;LogTech Express;Boleto;2;2025
